ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Product_importance_low,Product_importance_medium,Gender_M,Cost_to_Weight_Ratio
1503,3,4,135,3,11,1740,False,False,False,False,False,False,True,False,True,0.07758620689655173
8564,3,2,177,2,9,4648,False,False,False,True,False,True,False,False,True,0.03808089500860585
8133,4,4,247,2,9,5095,False,False,False,False,False,True,False,True,True,0.048478900883218844
8305,3,2,245,3,7,4121,False,False,True,False,False,True,False,True,False,0.05945158942004368
2759,5,5,149,7,50,1346,False,True,False,False,False,True,False,True,False,0.11069836552748885
2080,5,4,228,3,42,3145,True,False,False,False,False,True,False,True,True,0.0724960254372019
3827,4,3,180,3,7,5718,False,True,False,False,True,False,True,False,True,0.03147953830010493
8706,3,1,204,3,4,4619,False,False,False,True,False,True,False,True,True,0.044165403767049145
442,5,3,190,3,45,2628,True,False,False,False,False,True,False,False,True,0.07229832572298325
9170,6,1,277,5,2,1190,False,False,False,True,True,False,True,False,False,0.23277310924369748
4826,3,4,269,3,9,5133,False,False,False,True,False,True,False,True,True,0.05240600038963569
2193,4,4,252,3,7,2477,False,False,False,False,False,False,False,True,False,0.10173597093257973
9562,4,1,234,3,2,4282,True,False,False,False,False,True,True,False,True,0.05464736104624007
10874,5,1,190,2,9,5226,False,False,False,True,False,True,True,False,True,0.03635667814772292
9705,5,2,272,5,8,1317,False,False,False,False,True,False,True,False,True,0.20652999240698558
2766,5,5,226,3,50,2348,False,False,False,True,False,True,True,False,True,0.09625212947189098
3703,5,3,151,2,8,4749,False,False,True,False,False,False,True,False,True,0.03179616761423457
2429,4,5,192,3,41,3873,False,True,False,False,False,True,False,True,False,0.049573973663826494
9341,3,2,177,3,5,5941,False,True,False,False,False,True,True,False,False,0.029792964147449925
2743,3,3,178,3,12,1900,False,False,True,False,False,False,False,False,True,0.09368421052631579
5285,7,4,305,4,6,1873,False,True,False,False,False,True,False,True,False,0.1628403630539242
4979,4,1,161,6,2,5734,False,True,False,False,False,True,True,False,False,0.02807813044994768
7463,5,1,255,5,9,1156,False,True,False,False,False,True,False,True,True,0.22058823529411764
10240,5,2,218,3,4,5363,True,False,False,False,False,True,True,False,True,0.040648890546336004
430,5,1,205,2,27,3569,True,False,False,False,False,True,False,True,True,0.05743905855982068
8560,5,1,236,5,3,1699,True,False,False,False,False,True,False,True,False,0.13890523837551502
3868,4,3,218,2,6,4414,True,False,False,False,False,True,False,True,True,0.049388309922972363
3820,5,5,184,3,2,5800,True,False,False,False,True,False,True,False,False,0.031724137931034485
752,3,3,162,3,7,1901,False,False,False,True,False,True,False,True,True,0.08521830615465545
3054,5,3,264,2,61,2025,False,False,False,True,False,True,True,False,False,0.13037037037037036
2564,4,5,156,3,33,1836,False,False,False,True,False,True,True,False,False,0.08496732026143791
2555,5,5,264,3,23,2837,False,True,False,False,False,True,False,True,False,0.09305604511808248
6887,6,3,278,4,3,1033,False,True,False,False,False,True,False,False,False,0.2691190706679574
7110,6,5,247,4,7,1461,False,False,False,True,True,False,False,True,True,0.16906228610540724
7611,3,4,173,3,8,5979,False,False,False,False,False,True,True,False,False,0.0289346044489045
10756,4,1,300,5,6,1027,True,False,False,False,False,True,False,True,True,0.2921129503407984
162,3,1,207,3,56,3482,False,False,False,True,False,True,False,True,False,0.059448592762780014
7622,3,4,145,4,4,5801,False,False,False,True,False,True,False,False,True,0.024995690398207204
4596,4,2,192,4,2,5503,False,False,False,True,False,True,False,True,False,0.03489005996729057
10774,5,4,223,5,2,1713,True,False,False,False,False,True,True,False,False,0.13018096906012844
9059,3,2,227,3,5,4167,False,True,False,False,False,False,False,False,True,0.054475641948644106
5476,4,2,192,3,3,4922,True,False,False,False,False,False,False,True,False,0.03900853311661926
2290,3,1,238,2,50,3438,True,False,False,False,False,True,False,True,False,0.06922629435718441
3799,5,1,241,3,8,5306,False,False,True,False,False,True,False,False,True,0.04542027892951376
4760,6,5,255,4,9,1197,False,False,False,True,False,True,True,False,False,0.21303258145363407
1686,4,4,162,3,41,1104,False,False,False,True,False,True,False,True,True,0.14673913043478262
10989,4,3,192,4,2,1830,False,False,False,False,False,True,True,False,False,0.10491803278688525
1608,3,3,233,3,35,2204,False,False,False,True,False,True,False,True,True,0.10571687840290381
8354,6,1,272,4,2,1018,False,False,False,True,False,False,True,False,False,0.26719056974459726
8894,4,1,226,5,9,1530,False,False,False,True,True,False,True,False,True,0.1477124183006536
7945,4,1,145,3,8,5127,False,False,True,False,False,False,True,False,True,0.02828164618685391
5262,6,4,304,4,2,1749,False,False,False,True,False,True,True,False,False,0.17381360777587193
3697,4,4,178,6,9,5279,False,False,True,False,False,False,True,False,False,0.03371850729304793
6469,3,5,206,2,4,4080,False,False,True,False,False,True,True,False,False,0.050490196078431374
5126,2,2,206,5,7,5203,False,False,False,True,False,True,True,False,False,0.03959254276379012
8279,3,1,186,2,1,5054,False,True,False,False,False,True,True,False,False,0.036802532647407994
8595,2,4,245,2,10,5389,False,False,False,False,False,True,False,True,False,0.04546298014473928
10107,4,2,199,3,7,5342,False,False,False,False,False,True,True,False,True,0.037251965555971545
3406,3,5,139,2,7,5536,True,False,False,False,True,False,False,True,True,0.025108381502890173
9583,5,5,184,2,9,4649,False,False,True,False,True,False,False,True,True,0.039578403957840395
8084,4,4,175,3,6,4600,False,False,False,True,False,False,True,False,False,0.03804347826086957
1681,3,4,189,3,37,3492,False,False,True,False,False,True,False,True,False,0.05412371134020619
882,4,5,190,2,36,3548,False,False,False,True,False,True,True,False,True,0.05355129650507328
2019,5,4,206,4,3,3755,False,False,False,False,False,True,True,False,False,0.054860186418109184
9679,6,5,298,4,3,1009,False,False,True,False,False,True,True,False,True,0.29534192269573833
1147,5,5,191,2,34,2708,False,False,True,False,False,True,False,False,True,0.0705317577548006
1760,5,4,195,2,4,3108,False,False,False,True,True,False,True,False,True,0.06274131274131274
9926,6,3,247,4,7,1626,False,False,False,True,False,True,False,True,True,0.15190651906519065
9459,5,1,271,5,4,1353,False,False,False,False,False,False,True,False,True,0.20029563932002956
2574,3,5,165,3,33,1500,False,False,False,True,False,True,False,True,True,0.11
8447,3,1,209,2,2,4855,False,True,False,False,False,True,True,False,False,0.04304840370751802
9178,3,4,179,2,5,1340,True,False,False,False,False,False,False,True,True,0.1335820895522388
2987,5,1,236,3,10,1347,False,True,False,False,False,True,False,True,False,0.17520415738678544
1984,3,4,234,2,52,3543,True,False,False,False,False,True,False,True,True,0.06604572396274344
3272,5,4,263,2,5,4595,False,False,False,True,True,False,False,True,False,0.05723612622415669
9528,4,1,164,4,3,5318,False,False,False,True,False,True,False,True,True,0.030838661150808574
3370,3,3,249,5,9,1752,True,False,False,False,False,True,False,True,False,0.1421232876712329
10257,2,2,163,3,5,5887,False,False,False,False,True,False,True,False,True,0.027688126380159675
1884,3,5,241,10,41,3015,False,False,False,True,False,True,False,True,True,0.07993366500829187
7071,4,3,248,6,5,4212,False,False,False,False,False,True,False,True,True,0.05887939221272555
8965,5,1,185,3,7,4855,False,False,True,False,False,True,False,True,False,0.03810504634397528
2163,6,2,195,3,30,3462,False,False,False,False,False,True,False,True,True,0.05632582322357019
3214,3,4,210,3,10,4398,True,False,False,False,False,True,True,False,True,0.047748976807639835
10798,4,2,251,6,3,1297,True,False,False,False,True,False,True,False,False,0.19352351580570548
7598,5,4,201,3,5,5137,False,False,False,True,False,True,True,False,False,0.03912789565894491
8628,5,2,252,5,10,1568,False,False,False,True,False,False,True,False,False,0.16071428571428573
7998,6,1,306,4,4,1449,False,False,False,True,False,True,True,False,False,0.2111801242236025
9428,5,2,266,5,8,1367,False,False,False,True,True,False,False,True,True,0.19458668617410388
4012,2,4,238,3,4,5782,True,False,False,False,False,True,False,True,True,0.04116222760290557
2228,5,1,212,3,11,2073,False,False,False,True,False,True,True,False,False,0.10226724553786783
9685,6,1,303,4,9,1080,False,False,True,False,False,True,True,False,False,0.28055555555555556
921,3,2,214,2,26,3503,False,False,False,False,False,True,True,False,True,0.06109049386240365
2509,3,5,190,10,26,3244,False,False,True,False,False,True,False,True,True,0.058569667077681874
3662,4,1,271,2,1,4866,False,False,False,True,False,True,True,False,False,0.055692560624743113
7547,5,5,171,3,6,4209,False,True,False,False,False,False,False,True,False,0.040627227369921595
6532,3,3,240,7,3,4385,True,False,False,False,False,True,False,True,True,0.05473204104903079
9252,5,5,223,3,3,4382,False,False,False,True,False,True,False,True,False,0.05089000456412597
2581,5,2,236,2,24,3679,False,False,True,False,True,False,True,False,True,0.06414786626800761
3079,4,5,135,2,60,1026,False,False,True,False,False,True,True,False,True,0.13157894736842105
5100,3,5,275,3,6,5148,False,False,False,True,False,True,True,False,True,0.053418803418803416
7750,3,1,131,4,1,1628,True,False,False,False,False,True,True,False,True,0.08046683046683047
508,5,3,230,3,3,2923,True,False,False,False,False,True,False,True,False,0.07868628121792678
6426,3,3,259,2,8,4481,False,False,False,True,True,False,False,False,True,0.05779959830395001
2040,5,2,202,3,34,3885,False,False,False,True,True,False,False,True,True,0.051994851994851994
1603,6,4,241,6,61,2806,False,False,True,False,False,True,False,False,False,0.08588738417676407
3445,2,2,240,5,7,4138,False,False,True,False,False,True,True,False,True,0.05799903334944417
20,4,5,145,3,45,1059,False,False,False,True,False,True,False,True,True,0.1369216241737488
9699,4,2,231,5,2,1465,False,False,False,False,False,True,True,False,False,0.157679180887372
10435,3,5,286,6,8,4777,False,False,True,False,False,True,False,False,True,0.05987021142976764
5641,4,2,227,5,6,4618,False,False,True,False,False,True,False,True,True,0.049155478562148115
4696,3,1,230,2,1,4970,True,False,False,False,False,True,True,False,False,0.04627766599597585
8014,6,4,254,4,9,1594,True,False,False,False,False,True,True,False,True,0.15934755332496864
3544,5,5,265,3,3,5837,True,False,False,False,True,False,False,False,False,0.045400034264176804
1493,5,1,105,5,1,1101,False,True,False,False,True,False,True,False,True,0.09536784741144415
10058,4,2,210,2,1,5437,False,False,False,True,False,True,False,True,False,0.038624241309545705
5173,3,2,201,3,6,5165,False,False,True,False,False,True,False,False,True,0.03891577928363989
3885,3,4,187,2,4,5139,False,False,False,False,False,True,False,True,True,0.0363884024129208
2571,3,3,179,3,41,1892,False,False,False,False,False,True,False,True,False,0.09460887949260043
9356,6,4,257,4,4,1451,False,False,False,True,False,True,True,False,False,0.17711922811853895
324,3,1,192,2,33,2818,False,False,False,True,False,True,True,False,True,0.06813342796309439
4188,4,4,206,3,10,4262,False,False,False,True,False,True,False,True,False,0.04833411543876114
370,3,5,257,3,19,2173,True,False,False,False,False,True,False,True,False,0.11826967326277037
2901,3,3,274,3,6,2986,False,False,False,False,False,True,True,False,True,0.09176155391828533
10004,3,5,125,2,2,4182,False,False,False,True,False,False,True,False,False,0.029890004782400764
2271,4,2,251,3,10,3517,False,False,False,False,False,True,True,False,False,0.07136764287745237
8261,6,5,264,4,9,1922,False,True,False,False,False,True,False,True,False,0.13735691987513007
2902,4,1,216,4,4,2263,True,False,False,False,False,True,True,False,True,0.09544851966416261
7323,4,3,178,3,6,4576,False,False,False,False,False,True,False,True,True,0.0388986013986014
3945,3,5,159,2,6,5804,False,False,False,False,False,True,False,True,True,0.02739490006891799
4071,4,4,129,6,7,4873,False,False,False,False,False,True,False,True,False,0.026472398932895547
3154,3,2,153,10,2,5455,True,False,False,False,False,False,False,False,True,0.028047662694775436
9132,6,3,256,4,9,1212,False,False,False,True,False,True,True,False,False,0.21122112211221122
5414,4,5,199,2,8,4463,False,False,False,True,False,True,True,False,False,0.044588841586376875
3944,4,5,222,2,2,4425,False,False,False,True,False,True,False,True,True,0.05016949152542373
6006,6,4,292,4,3,1826,False,False,False,True,True,False,True,False,True,0.15991237677984665
2079,3,5,271,4,10,1679,False,False,False,False,False,True,True,False,False,0.16140559857057774
9389,6,3,141,3,7,5222,False,True,False,False,False,True,True,False,True,0.027001148985063193
5315,3,5,181,4,1,4971,False,True,False,False,False,True,False,False,False,0.036411184872259104
2315,6,2,134,8,42,1054,False,True,False,False,True,False,False,False,True,0.127134724857685
3088,4,1,233,2,60,2671,True,False,False,False,False,True,False,True,False,0.08723324597529016
9011,4,2,210,3,8,5672,False,True,False,False,False,True,True,False,True,0.03702397743300423
9962,5,4,256,5,2,1723,False,False,False,True,False,True,True,False,True,0.1485780615206036
5926,6,5,280,3,9,4074,True,False,False,False,False,True,True,False,True,0.06872852233676977
8916,7,4,270,4,5,1735,False,False,False,True,False,False,False,True,False,0.15561959654178675
4309,4,3,224,3,9,5283,False,False,True,False,False,True,False,True,False,0.04240015142911225
2596,4,2,168,3,59,1717,True,False,False,False,True,False,True,False,True,0.0978450786255096
1268,3,2,233,5,44,2010,False,False,False,True,False,True,True,False,True,0.11592039800995024
3870,5,5,253,2,2,4364,False,False,False,True,False,True,False,True,False,0.057974335472043996
6246,5,5,216,4,1,4092,False,False,False,True,False,True,False,True,False,0.05278592375366569
10452,5,5,248,5,1,1945,False,False,False,True,False,True,False,True,False,0.1275064267352185
1246,4,3,258,3,58,2579,True,False,False,False,False,False,False,True,True,0.10003877471888328
9503,3,4,193,6,2,5584,False,True,False,False,False,True,True,False,True,0.03456303724928367
5214,7,3,306,4,4,1739,False,False,False,True,False,False,False,True,True,0.17596319723979298
1803,3,5,249,2,26,2029,False,False,False,False,False,True,True,False,False,0.12272055199605716
6877,7,2,279,4,5,1210,False,False,True,False,False,True,False,True,True,0.23057851239669422
5110,5,3,163,6,6,4349,True,False,False,False,False,True,True,False,True,0.037479880432283286
7377,3,1,201,2,4,4857,False,False,False,False,True,False,False,True,False,0.04138357010500309
10407,5,5,239,6,1,1984,False,False,False,False,True,False,True,False,False,0.12046370967741936
3144,3,3,253,3,7,5085,False,False,False,True,True,False,False,True,True,0.04975417895771878
10048,5,4,239,3,7,4960,True,False,False,False,False,True,True,False,False,0.048185483870967744
1751,3,1,142,4,4,1583,False,True,False,False,False,True,True,False,True,0.08970309538850284
7343,4,4,238,3,7,4709,False,True,False,False,False,True,True,False,False,0.05054151624548736
10719,5,2,246,5,4,1072,False,False,False,False,False,True,True,False,False,0.2294776119402985
9377,5,4,235,4,10,4880,False,True,False,False,False,True,True,False,True,0.04815573770491803
6508,6,4,309,4,9,1771,True,False,False,False,False,True,True,False,True,0.17447769621682666
3351,4,5,157,2,6,5937,False,False,False,False,False,True,False,True,True,0.026444332154286678
4172,3,2,159,2,3,4876,False,False,False,True,False,True,False,True,False,0.03260869565217391
4034,3,5,169,3,6,5397,False,False,False,True,False,True,True,False,False,0.031313692792292014
7565,3,4,184,3,7,5438,False,True,False,False,False,True,True,False,True,0.033835969106289075
8172,4,2,224,3,9,4896,False,False,False,True,False,True,True,False,False,0.0457516339869281
7275,5,2,248,2,10,4813,False,False,False,False,False,False,True,False,False,0.05152711406607106
1121,3,2,210,2,30,3928,False,True,False,False,False,True,False,True,True,0.053462321792260695
9033,4,5,180,4,10,5176,False,False,False,False,True,False,False,False,False,0.0347758887171561
9525,3,5,258,3,5,4494,False,False,False,False,False,True,True,False,False,0.05740987983978638
8500,4,5,234,3,10,4204,True,False,False,False,False,False,False,True,False,0.05566127497621313
602,3,4,145,3,44,1218,False,False,False,True,False,True,False,True,True,0.11904761904761904
4589,3,4,166,3,8,4369,False,True,False,False,False,True,False,True,False,0.03799496452277409
474,3,1,157,2,39,1525,False,False,False,True,False,True,False,True,False,0.10295081967213114
7631,4,2,260,2,7,5684,False,True,False,False,False,True,True,False,True,0.04574243490499648
2407,3,5,115,3,60,1122,False,False,True,False,False,True,False,True,True,0.10249554367201426
6574,4,4,223,5,4,1344,True,False,False,False,False,False,False,True,True,0.16592261904761904
9780,5,5,251,2,3,4741,False,False,False,True,False,True,False,False,False,0.05294241721155874
943,4,4,235,4,50,2020,False,False,True,False,True,False,True,False,True,0.11633663366336634
5216,6,4,292,4,10,1321,False,False,False,True,False,False,True,False,False,0.2210446631339894
2569,4,2,141,2,8,1495,False,False,True,False,False,True,True,False,False,0.09431438127090301
7478,5,2,262,5,4,1509,False,False,False,True,False,True,True,False,True,0.17362491716368456
1340,2,2,240,3,53,2980,False,False,False,True,False,True,True,False,True,0.08053691275167785
7403,6,3,306,4,5,1490,False,True,False,False,False,False,True,False,False,0.20536912751677852
7285,5,4,257,2,10,5095,False,False,True,False,False,True,False,True,True,0.05044160942100098
8573,4,4,234,2,8,5744,False,True,False,False,False,True,False,True,False,0.04073816155988858
7536,4,2,270,3,4,5566,False,False,False,True,False,False,False,True,False,0.048508803449514915
8743,5,4,189,2,4,5575,False,False,True,False,True,False,True,False,False,0.03390134529147982
4115,2,1,156,3,3,5937,False,True,False,False,False,False,False,True,True,0.02627589691763517
2929,5,3,114,6,60,1746,False,False,True,False,False,True,False,True,False,0.06529209621993128
922,4,4,209,8,46,3345,True,False,False,False,False,True,False,True,False,0.0624813153961136
5611,2,2,159,6,6,4044,False,False,True,False,True,False,True,False,False,0.039317507418397624
6722,4,2,180,4,9,4329,False,False,False,True,False,False,False,True,True,0.04158004158004158
4715,4,2,242,3,8,4644,False,True,False,False,False,True,False,True,True,0.05211024978466839
2450,4,5,225,4,48,2767,False,False,False,True,True,False,True,False,True,0.08131550415612576
5510,6,4,304,4,6,1342,False,False,False,True,False,True,True,False,True,0.22652757078986588
9390,4,2,210,3,9,4102,False,False,False,True,False,True,True,False,False,0.051194539249146756
4707,4,5,252,2,9,4157,False,False,False,False,False,True,True,False,False,0.06062063988453211
6645,4,3,258,2,3,4555,False,False,False,False,False,True,True,False,False,0.0566410537870472
4133,4,5,165,3,5,4735,False,True,False,False,False,True,False,False,True,0.03484688489968321
5470,7,1,296,4,10,1230,True,False,False,False,True,False,True,False,False,0.24065040650406505
7887,5,1,169,4,6,4253,False,False,False,False,False,True,True,False,True,0.039736656477780394
5624,2,1,226,2,1,5576,False,False,False,True,False,False,False,True,False,0.040530846484935434
4228,4,3,159,2,3,5731,True,False,False,False,True,False,False,False,True,0.02774384924097016
9211,5,1,248,3,6,5081,False,False,True,False,False,True,False,True,True,0.048809289509938986
2728,4,4,208,2,20,2759,True,False,False,False,True,False,False,False,False,0.07538963392533526
842,3,2,140,2,16,1685,False,False,False,True,False,True,True,False,False,0.0830860534124629
5862,3,2,224,3,7,5896,False,False,False,True,False,True,True,False,False,0.037991858887381276
464,4,2,186,7,40,3111,False,False,False,True,False,True,False,True,False,0.05978784956605593
9219,3,3,224,4,10,4147,False,False,False,False,False,True,False,True,True,0.054014950566674706
600,4,1,140,3,1,1464,False,False,False,True,False,True,False,True,False,0.09562841530054644
3153,4,2,237,6,8,5695,False,False,False,False,False,False,True,False,False,0.04161545215100966
2377,4,1,264,3,39,3719,False,False,True,False,False,True,True,False,False,0.07098682441516536
1278,3,1,275,2,1,2597,False,False,False,True,False,True,False,False,False,0.1058914131690412
953,3,5,188,3,9,3206,False,True,False,False,True,False,False,False,False,0.058640049906425455
4563,6,4,272,4,7,1706,False,False,False,False,False,True,True,False,False,0.15943728018757328
2192,4,2,139,4,41,1511,False,False,False,True,False,False,True,False,False,0.09199205823957644
812,4,1,182,3,28,2005,False,False,False,True,True,False,False,True,True,0.09077306733167083
9514,3,3,249,4,7,5868,True,False,False,False,False,True,True,False,True,0.04243353783231084
9724,3,2,140,3,8,5724,True,False,False,False,False,False,False,True,True,0.02445842068483578
2586,4,5,246,2,31,2415,False,False,False,True,True,False,False,True,True,0.10186335403726708
10271,4,5,157,3,10,5898,False,True,False,False,False,False,False,True,True,0.026619192946761613
3975,4,1,150,3,10,4470,False,False,False,False,False,False,True,False,False,0.03355704697986577
4526,4,5,173,2,5,4776,False,False,False,True,False,False,False,True,False,0.03622278056951424
2914,6,1,250,5,53,3352,True,False,False,False,False,True,True,False,False,0.07458233890214797
10677,2,4,273,4,7,4743,False,False,False,False,True,False,True,False,False,0.05755850727387729
1211,5,5,128,5,34,1008,False,True,False,False,True,False,True,False,True,0.12698412698412698
2466,4,2,182,3,14,3413,False,False,False,True,False,False,False,True,True,0.05332552007031937
6031,6,2,268,4,7,1943,False,False,True,False,False,False,True,False,True,0.13793103448275862
6449,3,4,150,2,6,5987,False,True,False,False,False,False,True,False,False,0.025054284282612325
128,3,3,147,4,60,1722,False,False,False,True,True,False,True,False,False,0.08536585365853659
5118,3,3,270,3,7,4690,False,False,False,True,False,True,False,False,False,0.057569296375266525
6861,4,2,249,6,9,1673,False,False,False,False,False,False,True,False,False,0.1488344291691572
9599,6,1,215,4,1,4581,False,True,False,False,False,False,True,False,True,0.04693298406461471
27,4,1,172,3,24,1066,False,False,False,False,False,True,False,False,False,0.16135084427767354
7183,4,4,184,3,4,1330,False,False,True,False,False,True,True,False,True,0.13834586466165413
6419,4,1,195,3,2,4418,False,True,False,False,True,False,True,False,True,0.0441376188320507
296,3,1,202,2,62,3398,False,False,False,True,False,True,False,True,True,0.0594467333725721
5282,5,2,136,2,3,1370,False,False,False,True,False,True,True,False,True,0.09927007299270073
7360,3,5,241,4,3,5051,True,False,False,False,False,True,True,False,False,0.047713324094238764
9895,3,1,271,3,1,5486,False,False,True,False,False,True,False,True,True,0.04939846882974845
8581,4,2,233,4,6,5256,False,False,True,False,False,True,False,False,False,0.04433028919330289
836,3,5,218,4,60,3048,False,False,False,True,False,False,False,True,True,0.07152230971128609
1580,3,5,137,3,28,1815,False,False,False,True,False,True,False,False,False,0.07548209366391184
2219,4,2,243,3,13,2850,False,True,False,False,False,True,False,True,False,0.08526315789473685
7142,5,3,275,5,7,1349,False,False,False,True,False,True,True,False,True,0.2038547071905115
4886,5,1,172,2,7,5165,False,False,False,True,False,True,False,False,False,0.03330106485963214
10288,3,3,215,2,2,5661,True,False,False,False,False,False,True,False,False,0.03797915562621445
3304,4,2,222,2,5,4268,True,False,False,False,False,False,False,True,True,0.052014995313964384
5117,4,1,258,4,5,5664,False,True,False,False,False,True,True,False,True,0.045550847457627115
4091,3,4,188,4,2,1059,False,True,False,False,True,False,True,False,True,0.17752596789423986
3483,3,5,216,4,3,4934,False,False,False,False,False,True,True,False,False,0.04377786785569518
6029,6,4,262,4,10,1068,False,True,False,False,False,False,True,False,False,0.24531835205992508
8695,3,5,220,3,9,5672,False,False,True,False,False,True,True,False,False,0.038787023977433006
7375,4,2,221,3,7,4856,False,False,True,False,True,False,True,False,False,0.045510708401976935
10816,3,2,216,2,1,4350,True,False,False,False,True,False,True,False,False,0.0496551724137931
2334,5,2,128,5,45,1707,False,False,False,True,False,False,False,True,False,0.07498535442296426
875,2,4,206,2,30,3955,False,True,False,False,False,True,True,False,False,0.05208596713021492
9114,5,4,137,2,2,4077,False,False,False,True,False,True,True,False,False,0.033603139563404466
9740,3,4,143,3,10,5261,False,False,False,True,False,False,True,False,True,0.027181144269150352
8174,4,2,181,3,4,5717,False,False,False,True,False,True,False,True,True,0.031659961518278816
10534,3,2,188,3,8,5709,True,False,False,False,True,False,False,True,True,0.032930460676125414
4740,3,5,233,3,7,5787,False,False,False,True,False,True,False,True,False,0.04026265768100916
8780,4,2,257,2,3,4108,False,False,False,True,False,False,False,False,True,0.06256085686465433
10460,2,3,277,3,1,1738,False,False,False,True,False,True,False,True,False,0.15937859608745686
8654,4,1,255,5,9,1793,False,False,False,True,False,True,True,False,False,0.14221974344673732
9180,5,3,218,6,6,1519,False,False,False,True,False,False,True,False,False,0.14351547070441079
